Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Loyalty_Card_Tenure,Organics_Purchase_Indicator,Total_Spend
18693210,U,South East,Gold,4,A,London,9,63,3,1,6000
18693601,F,South East,Silver,16,C,London,12,62,5,1,1000
18695949,M,Midlands,Silver,,,Ulster,8,73,12,0,1000
18703208,F,North,Tin,44,E,N West,7,53,7,0,1
18703356,F,Midlands,Tin,52,F,Midlands,6,37,9,1,1
18705030,F,South East,Gold,12,B,London,7,69,2,0,6000
18713580,F,Midlands,Gold,18,C,Wales & West,8,28,9,1,755532
18715222,,South East,Silver,22,C,London,14,58,5,0,105373
18715931,F,Midlands,Silver,27,D,Midlands,15,29,2,1,100
18716148,F,Midlands,Tin,37,E,Midlands,12,37,5,0,1
18720102,M,South West,Tin,53,F,S West,4,49,5,1,1
18720412,F,Midlands,Silver,20,C,Wales & West,11,53,9,1,5001
18723470,M,Midlands,Gold,51,F,Midlands,8,47,2,0,18000
18726917,F,Midlands,Tin,25,C,Wales & West,7,46,5,0,1
18728960,M,Scottish,Tin,27,D,C Scotland,9,37,5,0,1
18729770,U,Midlands,Gold,44,E,Midlands,10,77,1,0,6000
18733522,F,North,Tin,52,F,N West,10,51,8,0,1
18735916,,Midlands,Gold,8,B,Midlands,9,69,5,0,605335
18737730,F,North,Silver,22,C,N West,11,48,1,0,600
18738133,U,South East,Silver,4,A,S & S East,7,37,3,0,80
18738699,U,North,Silver,32,D,Yorkshire,11,73,8,0,3000
18738907,F,North,Tin,53,F,N West,14,57,5,0,1
18741967,F,South East,Silver,4,A,London,8,37,4,1,1800
18742734,F,North,Silver,14,B,N West,5,65,14,0,4000
18745385,F,South East,Silver,10,B,London,7,51,4,0,1000
18746020,F,South East,Silver,22,C,London,7,45,12,0,2700
18746454,F,South East,Tin,38,E,London,9,50,8,0,1
18749038,M,South West,Silver,23,C,S West,3,65,5,0,500
18749313,F,North,Silver,49,F,Yorkshire,8,68,5,1,420
18749852,U,South East,Gold,9,B,S & S East,4,46,1,0,10000
18750354,M,South West,Tin,16,C,S West,12,39,4,1,1
18751008,F,Midlands,Gold,,,Ulster,10,65,2,0,6000
18751202,M,South East,Tin,50,F,S & S East,7,61,4,0,1
18755267,M,Midlands,Tin,16,C,Midlands,6,47,10,0,1
18755712,M,South West,Tin,49,F,S West,,37,5,1,1
18756018,,South West,Tin,33,D,S West,3,54,8,0,1
18756891,M,South East,Gold,8,B,S & S East,6,69,1,0,10000
18759068,F,North,Tin,51,F,Yorkshire,22,35,5,1,1
18759505,F,South East,Platinum,37,E,London,14,63,,0,2105382
18761550,M,Midlands,Silver,23,C,East,8,52,9,0,550
18763421,M,Midlands,Platinum,24,C,East,6,46,1,0,25000
18764347,M,North,Tin,13,B,N East,6,54,5,0,1
18764533,M,South East,Silver,27,D,S & S East,8,52,3,0,3000
18766471,M,South East,Silver,17,C,London,9,65,5,0,4000
18770878,F,North,Tin,11,B,N East,10,63,5,0,1
18771203,F,North,Tin,35,D,N West,8,,5,1,1
18771661,M,South East,Silver,34,D,S & S East,,62,9,0,418469
18775756,F,South East,Tin,52,F,London,6,40,5,0,1
18777430,F,Midlands,Tin,33,D,Wales & West,7,37,4,1,1
18780644,F,South West,Gold,30,D,S West,4,63,1,0,6000
18781918,U,Midlands,Silver,17,C,Midlands,9,55,8,0,300
18783074,F,South East,Silver,6,B,S & S East,,65,5,0,3000
18784461,F,South East,Silver,4,A,London,9,61,4,0,4000
18785441,M,South East,Gold,25,C,London,5,54,3,0,1174804
18785530,M,South East,Gold,24,C,S & S East,7,71,13,0,762869
18785808,F,South East,Gold,8,B,London,11,56,2,0,6000
18786820,M,South East,Gold,16,C,London,7,62,6,0,605335
18786960,F,Midlands,Tin,47,F,East,7,43,5,0,1
18787916,U,Midlands,Platinum,51,F,East,,,3,0,2057498
18790623,M,Midlands,Gold,4,A,Midlands,7,,22,0,9800
18791409,F,North,Silver,12,B,N West,11,68,9,0,1000
18792332,F,Midlands,Platinum,17,C,Wales & West,7,54,3,0,2631306
18792537,,South East,Tin,5,B,London,3,46,7,0,1
18794289,F,Midlands,Tin,3,A,Midlands,10,43,5,0,1
18798683,U,South East,Tin,44,E,London,6,,5,0,1
18799655,F,South East,Silver,27,D,London,11,27,7,0,10
18800602,M,North,Tin,52,F,N West,8,41,5,0,1
18802206,F,South East,Tin,21,C,London,19,30,4,1,1
18802788,,South East,Tin,40,E,London,12,47,4,1,1
18802923,F,South East,Silver,25,C,London,9,68,12,0,5000
18804063,F,South East,Gold,27,D,S & S East,5,60,11,0,13000
18808905,M,North,Gold,19,C,N West,,68,9,0,1214862
18809936,M,North,Tin,52,F,Yorkshire,8,42,5,0,1
18811434,F,South East,Silver,29,D,London,15,43,5,1,3000
18812740,M,North,Tin,37,E,Yorkshire,5,49,5,0,1
18814433,F,North,Tin,12,B,Yorkshire,7,37,5,1,1
18816738,F,South East,Gold,7,B,London,5,57,5,0,6315
18818382,M,South East,Tin,18,C,S & S East,13,36,8,1,1
18820042,M,South East,Silver,1,A,London,9,78,5,0,1500
18820891,F,South East,Silver,16,C,S & S East,8,74,12,1,3000
18821804,M,North,Silver,13,B,N East,2,,1,0,5000
18822479,F,North,Silver,32,D,Yorkshire,9,39,4,1,42001
18823025,F,South East,Silver,34,D,S & S East,6,37,8,1,2400
18823343,M,Midlands,Tin,10,B,Midlands,12,45,8,0,1
18824536,M,North,Silver,8,B,N West,9,69,9,0,500
18830722,M,,Silver,55,U,,9,49,7,0,1000
18835120,F,North,Gold,18,C,N West,12,59,7,0,605335
18852084,F,South East,Tin,22,C,London,6,41,4,0,1
18852890,F,North,Gold,9,B,N East,5,76,2,0,6000
18853218,F,North,Tin,30,D,N West,4,38,5,0,1
18854486,U,South East,Silver,12,B,S & S East,11,54,5,0,1000
18855075,F,South East,Tin,22,C,London,10,37,9,1,1
18856306,F,South West,Silver,43,E,S West,21,52,1,1,1000
18861350,U,South West,Gold,11,B,S West,8,77,21,1,12000
18863868,F,Midlands,Tin,47,F,Midlands,10,63,6,1,1
18864198,U,South East,Tin,48,F,London,,51,8,0,1
18865720,F,North,Silver,23,C,Yorkshire,12,44,5,1,16347
18867391,,South West,Silver,,,S West,2,58,9,0,3500
18867790,F,South West,Platinum,11,B,S West,3,38,5,0,4689386
18869319,F,North,Gold,27,D,Yorkshire,7,73,13,0,1215867
18870074,F,South East,Silver,25,C,London,10,55,17,0,96799
18870163,M,South East,Gold,27,D,London,10,50,8,0,1200001
18870961,F,South East,Gold,22,C,London,8,63,6,0,605335
18873561,M,South East,Silver,6,B,S & S East,12,63,4,0,600
18873596,F,South East,Silver,6,B,S & S East,14,,3,0,3000
18876250,F,South East,Gold,16,C,London,3,69,2,0,6000
18877168,F,Scottish,Gold,23,C,Border,8,63,3,0,6000
18878482,F,Midlands,Gold,25,C,Midlands,8,37,9,1,13500
18879373,F,Midlands,Silver,48,F,Midlands,7,31,3,0,75513
18879926,U,South East,Silver,5,B,S & S East,13,49,2,0,1000
18881920,M,South East,Tin,51,F,London,18,48,8,1,1
18882978,F,Scottish,Gold,32,D,N Scot,7,,1,0,1466461
18884075,F,South East,Tin,48,F,S & S East,10,29,4,1,1
18885020,M,South East,Silver,25,C,London,8,60,10,0,10001
18886132,U,Scottish,Gold,27,D,C Scotland,12,64,4,0,6000
18886590,F,South East,Tin,28,D,London,12,39,8,1,1
18888143,F,South East,Tin,10,B,London,13,31,5,1,1
18889107,M,,Tin,28,D,,16,54,5,0,1
18890326,M,South East,Tin,41,E,S & S East,12,59,5,0,1
18890466,M,Midlands,Silver,28,D,Midlands,14,,1,0,2000
18891713,U,North,Gold,,,N West,14,77,7,1,121067
18895913,M,South East,Gold,37,E,London,6,,11,0,15350
18898203,F,North,Gold,52,F,N West,7,56,1,1,6000
18901530,F,South East,Gold,24,C,London,7,60,7,0,855335
18904793,M,North,Gold,51,F,N West,7,68,2,0,6000
18904998,M,South East,Gold,8,B,London,15,71,8,0,12000
18908594,M,South East,Silver,21,C,London,5,67,8,0,3000
18912451,,South East,Silver,38,E,S & S East,9,62,8,0,1050
18913091,U,South East,Tin,29,D,London,4,62,5,0,1
18913563,,Midlands,Silver,32,D,Midlands,6,53,3,0,3000
18916759,M,Midlands,Tin,41,E,Midlands,7,68,9,0,1
18916910,F,Midlands,Tin,52,F,Midlands,8,39,9,0,1
18917887,F,South East,Tin,26,C,London,9,,6,1,1
18918441,F,South East,Silver,37,E,London,9,29,3,1,190
18919235,M,Midlands,Tin,35,D,Midlands,17,44,5,1,1
18920527,,Midlands,Platinum,23,C,East,10,,8,0,2021854
18921205,F,Scottish,Tin,52,F,Border,7,35,4,1,1
18921310,F,South East,Silver,12,B,London,9,67,8,0,15666
18921787,F,Scottish,Silver,43,E,C Scotland,12,46,8,0,1000
18922139,M,Midlands,Gold,38,E,Midlands,12,47,5,0,8500
18923186,,South East,Silver,10,B,London,11,51,4,0,1000
18923291,F,Midlands,Gold,52,F,East,10,72,4,0,605334
18923739,F,South East,Silver,38,E,London,14,33,8,1,280002
18926061,,North,Gold,32,D,N East,11,,3,0,6000
18930204,M,Scottish,Tin,17,C,C Scotland,10,32,4,0,1
18932371,F,Midlands,Silver,,,Ulster,13,,6,1,3000
18933483,F,South West,Silver,27,D,S West,8,55,5,0,2000
18934072,,North,Tin,25,C,N West,9,51,5,0,1
18935834,F,Midlands,Silver,24,C,Midlands,8,36,5,1,4500
18937330,M,South East,Tin,8,B,S & S East,11,53,5,1,1
18938558,F,North,Gold,22,C,N East,9,52,2,0,18000
18939686,F,North,Gold,15,B,N East,4,59,5,1,9900
18952828,M,South East,Gold,4,A,London,17,60,4,1,10000
18954006,,North,Silver,53,F,N West,13,70,1,0,500
18956793,,Midlands,Tin,32,D,Midlands,7,60,8,0,1
18957617,F,Midlands,Tin,48,F,Midlands,10,33,8,0,1
18958818,M,Midlands,Tin,35,D,Midlands,4,64,7,0,1
18961878,,South East,Gold,41,E,London,5,58,1,0,6000
18963862,F,Midlands,Silver,8,B,Midlands,8,48,13,0,242833
18963951,F,South East,Silver,27,D,S & S East,17,75,5,1,1000
18969984,F,South East,Gold,4,A,London,7,58,8,0,10200
18970214,F,South East,Silver,18,C,S & S East,5,53,8,0,2400
18970427,U,Midlands,Tin,34,D,East,9,52,5,0,1
18972608,F,South East,Gold,52,F,London,9,33,4,1,1976742
18972829,M,South East,Silver,17,C,London,9,31,3,1,264825
18975038,F,South East,Silver,10,B,London,6,44,7,0,50
18975240,M,South East,Silver,8,B,London,7,56,2,1,2000
18976530,F,South East,Tin,21,C,London,18,53,8,1,1
18978460,U,Midlands,Tin,10,B,Wales & West,,49,8,0,1
18979335,M,South East,Gold,33,D,S & S East,10,40,1,0,6000
18984002,,South East,Platinum,16,C,London,9,60,3,0,2069149
18988547,F,North,Gold,52,F,N West,9,67,5,0,605335
18988970,F,Midlands,Tin,28,D,Wales & West,6,54,1,0,1
18989160,F,Midlands,Gold,12,B,Midlands,7,59,2,0,117016
18995381,F,Midlands,Silver,3,A,Wales & West,5,71,1,1,4000
18996957,U,South East,Gold,10,B,London,8,58,1,0,6000
18998291,F,Scottish,Silver,1,A,C Scotland,8,66,20,0,1200
18999271,M,South East,Silver,50,F,London,3,,9,1,500
18999565,F,Midlands,Tin,50,F,East,14,32,4,0,1
19000154,F,North,Tin,25,C,N West,11,43,8,0,1
19000545,F,Midlands,Gold,24,C,Wales & West,5,57,6,0,9000
19002327,F,Midlands,Silver,45,E,Wales & West,11,,1,1,3000
19004729,M,North,Gold,50,F,N West,8,46,3,1,6000
19005512,,South East,Tin,34,D,S & S East,11,42,5,0,1
19390491,F,Midlands,Silver,8,B,Midlands,10,79,11,1,1000
19416431,F,South East,Silver,25,C,London,10,78,8,0,103998
19417845,M,Midlands,Tin,35,D,Midlands,6,51,11,0,1
19417918,F,South East,Silver,25,C,London,7,,8,0,840
19422490,F,Scottish,Gold,43,E,C Scotland,6,70,1,0,10000
19422768,U,Midlands,Tin,28,D,Midlands,4,49,1,0,1
19423616,F,South East,Silver,22,C,London,14,71,5,1,1000
19424264,F,South East,Silver,34,D,S & S East,15,31,6,1,10001
19431538,,South East,Platinum,33,D,S & S East,11,39,7,1,3023838
19433360,F,Scottish,Silver,28,D,C Scotland,12,57,10,0,1200
19433484,F,South East,Silver,52,F,London,11,39,4,0,2180
19442793,F,South East,Tin,21,C,London,9,40,8,1,1
19451954,F,North,Platinum,5,B,N West,8,71,7,0,2358702
19456883,M,Midlands,Tin,35,D,Wales & West,5,37,4,0,1
19459939,M,Midlands,Tin,27,D,Midlands,10,,5,0,1
19462158,F,South East,Silver,1,A,London,9,57,7,0,105335
19479522,M,Scottish,Silver,51,F,Border,4,,5,0,4000
19482663,F,North,Silver,52,F,Yorkshire,8,36,1,0,1000
19486332,U,Scottish,Silver,5,B,N Scot,8,40,21,0,480
19489617,F,Midlands,Silver,27,D,Midlands,3,62,10,0,5001
19490372,F,South East,Silver,12,B,London,6,42,8,1,2
19490690,F,Scottish,Silver,12,B,C Scotland,7,40,3,0,2000
19499485,,Midlands,Tin,19,C,Midlands,6,68,5,0,1
19526695,F,North,Silver,4,A,N West,4,42,8,1,4000
19542372,M,Midlands,Gold,25,C,Midlands,8,53,5,1,605335
19547145,U,Midlands,Silver,25,C,Midlands,15,74,1,1,2000
19549490,M,South East,Tin,10,B,London,7,54,8,0,1
19559550,F,South East,Silver,5,B,S & S East,9,45,8,0,4800
19567367,F,North,Tin,1,A,N West,10,76,6,0,1
19568967,M,North,Silver,52,F,N West,7,42,10,0,26952
19571380,,North,Tin,32,D,N West,,47,7,0,1
19580517,F,North,Tin,18,C,N West,15,37,4,1,1
19580665,M,Midlands,Tin,37,E,Wales & West,6,43,8,0,1
19583664,M,North,Silver,12,B,N West,8,51,2,0,5000
19589417,M,South East,Tin,53,F,S & S East,7,50,5,0,1
19599579,M,Midlands,Silver,23,C,East,4,52,2,0,2500
19604939,F,South East,Gold,23,C,S & S East,11,57,11,0,15000
19610211,F,South East,Silver,37,E,London,13,56,29,0,2000
19622597,M,South East,Silver,4,A,London,7,45,9,0,1500
19641877,F,Scottish,Tin,40,E,C Scotland,7,50,4,0,1
19645856,F,South East,Tin,48,F,London,10,44,5,1,1
19647786,F,South East,Silver,51,F,London,7,63,1,0,500
19653182,M,South East,Gold,6,B,S & S East,12,71,6,0,16000
19668929,M,South East,Silver,24,C,S & S East,12,64,3,1,3000
19670443,F,South East,Gold,29,D,London,9,63,1,1,6000
19680821,F,South East,Silver,53,F,London,7,28,5,0,2000
19683774,F,North,Silver,32,D,Yorkshire,5,23,4,1,2000
19687680,F,Midlands,Silver,15,B,Wales & West,,79,36,0,380
19698453,F,North,Silver,4,A,Yorkshire,10,59,10,0,50
19702639,F,Midlands,Silver,51,F,Wales & West,12,30,10,1,697
19710658,M,Midlands,Tin,19,C,Wales & West,11,40,6,1,1
19728069,F,South East,Tin,50,F,London,8,32,7,1,1
19733291,F,Midlands,Gold,27,D,Midlands,8,66,1,0,1205335
19744560,M,South East,Gold,8,B,London,7,55,2,0,6000
19749880,F,Midlands,Tin,27,D,East,10,40,7,1,1
19756674,M,Scottish,Tin,1,A,C Scotland,11,50,5,0,1
19758006,U,South East,Silver,14,B,London,6,52,8,0,2
19779607,F,South East,Silver,19,C,London,9,76,15,0,420
19794053,,South East,Gold,14,B,London,6,62,3,1,13000
19796382,F,South East,Gold,25,C,London,10,63,3,0,10000
19815336,F,North,Tin,52,F,N West,8,44,4,0,1
19829817,F,North,Silver,52,F,N East,12,51,6,1,5000
19840160,M,Midlands,Gold,35,D,Midlands,6,67,12,0,1648699
19847971,F,Midlands,Silver,19,C,East,12,27,7,1,50
19851529,F,Midlands,Silver,50,F,Midlands,13,52,8,0,2
19859368,F,South East,Gold,19,C,S & S East,,58,8,0,560001
19859724,F,South East,Silver,14,B,London,9,47,5,0,1500
19867999,F,South East,Gold,22,C,London,9,54,6,0,6000
19870167,F,Scottish,Gold,17,C,C Scotland,12,57,3,0,9000
19874014,F,Midlands,Silver,17,C,East,8,67,8,1,50
19875770,F,North,Tin,22,C,N West,,47,5,1,1
19876998,F,Scottish,Silver,22,C,C Scotland,9,52,10,0,3500
19877889,F,South East,Silver,10,B,London,11,52,7,1,3200
19879083,F,South East,Tin,22,C,London,10,41,5,0,1
19883080,F,South East,Gold,23,C,S & S East,16,49,4,1,9600
19887523,F,South East,Gold,20,C,London,10,52,1,0,6000
19888627,F,Midlands,Silver,19,C,Midlands,4,62,1,0,3000
19898134,F,South East,Platinum,2,A,S & S East,6,58,8,0,27000
19919115,F,Midlands,Gold,49,F,Midlands,11,52,9,0,11000
19920369,F,,Silver,52,F,,14,33,2,1,4162
19920512,F,South East,Tin,29,D,London,11,41,8,0,1
19921926,M,North,Silver,35,D,N West,3,65,8,0,3501
19923430,,Midlands,Tin,20,C,East,12,34,4,1,1
19923783,F,North,Tin,28,D,N West,9,44,8,1,1
19931115,U,Midlands,Silver,33,D,Midlands,5,78,18,0,1000
19937814,F,Scottish,Tin,12,B,Border,12,44,9,1,1
19943644,F,South East,Silver,13,B,London,8,50,1,1,3000
19947259,F,South East,Gold,10,B,London,11,55,1,1,6000
19952600,F,Midlands,Silver,35,D,Midlands,,40,5,1,48001
19954484,F,North,Silver,17,C,N West,3,50,8,0,600
19956355,F,North,Silver,30,D,Yorkshire,7,74,4,0,3000
19974817,M,South East,Tin,3,A,London,13,50,4,0,1
19982577,,Midlands,Tin,13,B,Midlands,4,48,8,0,1
19996942,F,Midlands,Tin,37,E,East,7,27,4,1,1
20001363,F,North,Silver,27,D,N East,7,67,8,1,1500
20008597,M,North,Gold,23,C,Yorkshire,5,67,19,0,109376
20009704,F,North,Tin,,,N East,6,,5,0,1
20018975,F,South East,Tin,48,F,London,10,37,6,1,1
20047339,F,North,Gold,35,D,N West,12,56,,0,121067
20070098,F,South East,Tin,8,B,London,8,53,5,1,1
20079656,,North,Gold,17,C,N West,9,,8,0,9000
20085745,F,North,Tin,49,F,N West,7,32,5,1,1
20093330,M,South East,Gold,20,C,S & S East,11,71,15,0,1680442
20097166,M,South East,Gold,52,F,London,4,50,6,0,6000
20097549,F,North,Silver,1,A,Yorkshire,12,67,15,0,319343
20100558,U,Midlands,Tin,18,C,Midlands,7,52,8,0,1
20102259,M,North,Tin,37,E,N East,5,52,8,0,1
20104049,F,North,Silver,23,C,Yorkshire,9,46,1,0,500
20105053,U,Midlands,Gold,33,D,Wales & West,13,,2,1,8500
20112645,F,South East,Tin,2,A,London,7,41,8,0,1
20113544,F,South East,Gold,9,B,London,9,71,5,0,1208869
20117531,F,South East,Tin,27,D,London,8,60,4,0,1
20118023,F,South East,Silver,1,A,London,9,55,1,0,3800
20118422,F,North,Tin,25,C,N West,10,38,8,1,1
20120672,,South East,Tin,17,C,London,7,48,4,0,1
20122276,M,,Silver,25,C,,,45,8,0,2
20126093,F,North,Tin,,,N West,6,35,4,0,1
20140746,F,South East,Platinum,27,D,London,11,68,3,1,204993
20143907,F,South East,Gold,12,B,London,,56,9,0,18000
20146051,F,South East,Silver,10,B,London,5,53,7,0,305335
20151322,M,South East,Silver,55,U,London,6,33,5,0,1800
20157320,U,,Silver,16,C,,4,61,1,0,1000
20171129,F,Midlands,Silver,22,C,Midlands,14,42,2,1,25
20172001,F,North,Gold,23,C,N West,8,66,5,0,13000
20175965,,South East,Tin,32,D,London,13,,7,0,1
20177836,F,Midlands,Platinum,24,C,Midlands,8,74,3,0,2065781
20181604,M,Midlands,Tin,12,B,East,6,63,4,0,1
20183461,M,Scottish,Silver,52,F,C Scotland,11,59,4,0,1000
20184441,,Midlands,Silver,28,D,East,7,64,9,0,500
20185235,F,Midlands,Silver,37,E,East,5,49,4,0,480
20199414,U,Midlands,Gold,17,C,Wales & West,17,53,4,0,12000
20211856,,North,Gold,28,D,N West,6,54,2,0,6000
20223773,F,,Tin,37,E,,,48,4,0,1
20224826,,Midlands,Silver,34,D,Wales & West,9,71,9,0,3000
20229933,F,South East,Silver,18,C,S & S East,6,70,2,0,1000
20233507,F,South East,Gold,4,A,London,9,,7,0,605335
20240449,F,South East,Tin,1,A,London,6,57,5,0,1
20244460,F,Scottish,Gold,17,C,C Scotland,8,44,3,1,6000
20247737,M,South East,Tin,37,E,London,11,53,5,0,1
20249802,F,South East,Gold,12,B,S & S East,12,48,2,1,6000
20258267,,North,Silver,44,E,N West,11,47,9,0,30335
20289944,F,South East,Gold,37,E,S & S East,6,64,2,0,12000
20293550,F,South East,Tin,12,B,London,5,39,5,0,1
20308671,F,North,Silver,32,D,Yorkshire,16,51,4,1,5000
20316038,U,North,Silver,6,B,Yorkshire,12,55,9,0,420
20323778,F,Midlands,Tin,41,E,East,12,35,8,1,1
20325460,M,Midlands,Silver,23,C,Midlands,5,59,3,0,2500
20329296,M,Scottish,Silver,24,C,Border,13,37,9,0,4200
20330219,M,Midlands,Gold,,,Ulster,3,67,8,0,7400
20334133,U,South West,Silver,43,E,S West,5,79,15,0,1250
20334893,,South East,Gold,52,F,S & S East,8,77,4,0,605334
20337027,,Scottish,Silver,3,A,C Scotland,5,53,5,0,600
20350686,F,Midlands,Silver,24,C,Midlands,9,41,6,0,3000
20354177,M,South East,Silver,28,D,London,10,55,5,0,5000
20354304,,South East,Gold,16,C,London,11,77,2,0,19500
20359861,U,South East,Gold,18,C,London,6,68,4,0,10000
20360053,F,North,Silver,22,C,N West,5,58,8,0,3000
20372930,F,South East,Gold,1,A,London,9,59,7,0,602617
20375328,F,Midlands,Silver,24,C,Wales & West,5,72,8,0,3000
20376812,U,South East,Tin,48,F,London,9,41,5,0,1
20393458,M,North,Tin,24,C,N West,,60,5,0,1
20394926,F,Midlands,Gold,8,B,Midlands,6,66,3,0,1972917
20399782,F,Midlands,Gold,19,C,Midlands,14,,11,1,6000
20407106,M,North,Gold,19,C,N East,3,69,21,0,1005335
20409192,F,South East,Tin,5,B,S & S East,10,60,5,0,1
20421516,M,Midlands,Silver,33,D,East,7,36,4,0,1200
20422881,,South East,Silver,9,B,London,6,28,4,0,334
20425740,,South East,Tin,21,C,London,7,56,6,0,1
20431074,M,South East,Silver,30,D,S & S East,6,70,11,0,13146
20455364,,South East,Gold,4,A,S & S East,6,66,3,0,1097364
20462611,F,North,Silver,25,C,N West,10,76,13,0,2000
20469233,F,South East,Silver,4,A,London,10,51,8,0,3000
20497091,F,South East,Silver,13,B,London,,47,2,0,1500
20498853,F,North,Silver,27,D,Yorkshire,,36,3,1,5000
20511450,F,Midlands,Silver,32,D,Midlands,6,27,3,0,4800
20519877,M,South East,Silver,2,A,S & S East,9,70,4,0,2000
20546807,F,South East,Gold,14,B,London,10,72,2,1,6000
20562748,F,South East,Silver,50,F,London,,39,,1,750
20568428,,Midlands,Silver,33,D,Midlands,,46,8,0,7501
20578202,,Scottish,Silver,41,E,C Scotland,6,36,1,0,500
20579179,M,,Gold,3,A,,2,42,2,0,6000
20581319,F,South East,Silver,7,B,London,5,34,8,0,1000
20593430,M,South East,Silver,53,F,S & S East,4,58,3,0,3000
20594119,U,Midlands,Silver,24,C,Midlands,12,58,2,0,4000
20617364,M,Midlands,Silver,34,D,East,10,59,5,0,4000
20624549,U,Midlands,Silver,52,F,East,,50,5,0,1000
20633726,M,Midlands,Silver,35,D,Midlands,5,56,5,0,4000
20635516,F,South East,Tin,50,F,London,13,36,5,1,1
20636636,M,South East,Gold,6,B,S & S East,,68,2,1,6000
20647131,U,North,Tin,52,F,N West,7,50,8,0,1
20647603,U,Midlands,Platinum,51,F,Wales & West,4,65,3,0,2007242
20648545,F,North,Silver,22,C,N East,15,37,1,1,1000
20667779,F,,Silver,35,D,,11,34,1,1,1300
20695330,F,South East,Gold,19,C,London,5,,5,0,6000
20697732,F,South East,Gold,1,A,London,6,57,1,0,6000
20726589,F,Midlands,Gold,49,F,East,5,65,3,0,6000
20728174,F,South East,Silver,31,D,London,8,45,1,0,494878
20737254,M,Midlands,Silver,52,F,East,10,75,12,0,800
20749597,U,Midlands,Silver,5,B,Midlands,11,70,3,0,3000
20765169,F,Midlands,Gold,38,E,East,9,66,7,0,10000
20777299,F,South East,Gold,41,E,S & S East,8,70,3,0,6000
20778147,F,North,Tin,35,D,N West,7,56,9,0,1
20794746,,South East,Gold,28,D,London,9,63,2,0,6000
20796404,F,South East,Gold,6,B,S & S East,10,,4,1,13075
20804083,M,Midlands,Platinum,20,C,East,5,47,16,0,36000
20804512,M,Midlands,Silver,28,D,Midlands,4,50,10,0,50
20814046,F,Midlands,Silver,14,B,Wales & West,12,49,1,1,218573
20830300,M,Scottish,Gold,27,D,C Scotland,12,70,22,0,6000
20831293,F,Midlands,Silver,53,F,Midlands,6,44,10,0,2
20833644,F,North,Gold,52,F,N West,7,74,4,0,1173919
20843666,M,South East,Gold,1,A,London,8,77,2,0,6000
20856547,M,Midlands,Silver,8,B,Midlands,6,62,8,0,120001
20871287,F,South East,Tin,12,B,London,11,33,7,1,1
20884591,M,North,Gold,22,C,N East,6,72,5,0,6000
20898568,F,Scottish,Gold,33,D,N Scot,11,67,7,0,605335
20903375,M,Midlands,Silver,,,Midlands,11,,6,0,3000
20925026,F,South East,Tin,16,C,London,8,35,7,0,1
20925247,F,South East,Gold,51,F,London,12,71,15,1,1100001
20933568,U,South East,Silver,27,D,London,9,61,12,0,1200
20948298,M,South East,Tin,16,C,London,6,55,8,0,1
20976496,F,North,Tin,52,F,N East,7,69,4,0,1
20981600,F,North,Tin,25,C,N West,6,,4,0,1
21015236,F,,Silver,38,E,,13,28,2,0,1000
21022402,M,Midlands,Silver,4,A,East,9,42,5,1,1000
21023492,U,South West,Tin,43,E,S West,9,,5,0,1
21037957,F,Midlands,Gold,19,C,Wales & West,8,48,2,0,12000
21040850,M,Midlands,Silver,23,C,Midlands,6,72,5,0,3000
21067961,M,Midlands,Silver,33,D,Midlands,7,54,9,0,220001
21076081,,,Gold,12,B,,,71,26,0,6000
21096848,M,Midlands,Gold,24,C,Wales & West,9,39,4,0,695335
21105685,F,North,Tin,53,F,N East,9,38,5,1,1
21109966,M,South East,Platinum,48,F,London,9,,3,0,2069149
21112886,F,North,Tin,32,D,N West,8,37,4,0,1
21116113,,Midlands,Tin,49,F,Wales & West,11,46,7,0,1
21141797,M,South East,Silver,31,D,S & S East,9,,9,0,3000
21143390,U,North,Silver,12,B,N West,10,63,13,0,4000
21148333,F,South East,Tin,,,London,5,44,5,0,1
21158304,M,Midlands,Gold,52,F,Wales & West,11,56,2,0,6000
21167559,F,Midlands,Gold,24,C,Midlands,10,74,9,0,6000
21169470,F,North,Silver,17,C,N West,13,51,4,0,60001
21172811,F,Scottish,Silver,9,B,C Scotland,7,,6,0,3000
21174490,F,Midlands,Tin,38,E,East,10,61,5,1,1
21185409,M,Midlands,Tin,47,F,Midlands,6,43,4,0,1
21190283,U,Midlands,Silver,24,C,Wales & West,5,67,2,0,1000
21207925,M,Midlands,Gold,27,D,Wales & West,11,52,1,0,12000
21217440,U,Scottish,Silver,47,F,Border,11,57,8,0,2000
21217904,F,North,Gold,44,E,N West,10,51,12,0,605335
21218927,M,Scottish,Tin,35,D,N Scot,4,43,5,0,1
21222134,F,South East,Tin,36,E,London,6,53,9,0,1
21224978,M,North,Tin,34,D,Yorkshire,,45,5,0,1
21233780,M,South East,Gold,2,A,London,13,76,8,0,10200
21238189,M,Midlands,Gold,23,C,Wales & West,3,46,25,0,8000
21265631,F,Midlands,Gold,8,B,East,9,49,3,0,7500
21271119,M,South West,Gold,45,E,S West,4,49,1,0,5800
21284423,F,South East,Silver,53,F,London,11,63,14,0,34986
21290415,F,South East,Gold,18,C,London,5,79,4,0,10000
